oscar_no,oscar_yr,award,name,movie,age,birth_pl,birth_date,birth_mo,birth_d,birth_y,index,Gender,Race,Director(s),Film,Nomination/Winner
75,2003,Best actress,Nicole Kidman,The Hours,35,Australia,1967-06-20,6,20,1967,373,Male,White,Fernando Meirelles,City of God,Nomination
75,2003,Best actress,Nicole Kidman,The Hours,35,Australia,1967-06-20,6,20,1967,374,Male,White,Peter Weir,Master and Commander: The Far Side of the World,Nomination
75,2003,Best actor,Adrien Brody,The Pianist,29,New York,1973-04-14,4,14,1973,370,Male,White,Peter Jackson,The Lord of the Rings: The Return of the King,Winner
75,2003,Best actor,Adrien Brody,The Pianist,29,New York,1973-04-14,4,14,1973,371,Female,White,Sofia Coppola,Lost in Translation,Nomination
75,2003,Best actor,Adrien Brody,The Pianist,29,New York,1973-04-14,4,14,1973,372,Male,White,Clint Eastwood,Mystic River,Nomination
75,2003,Best actor,Adrien Brody,The Pianist,29,New York,1973-04-14,4,14,1973,373,Male,White,Fernando Meirelles,City of God,Nomination
75,2003,Best actor,Adrien Brody,The Pianist,29,New York,1973-04-14,4,14,1973,374,Male,White,Peter Weir,Master and Commander: The Far Side of the World,Nomination
76,2004,Best actress,Charlize Theron,Monster,28,South Africa,1975-08-07,8,7,1975,375,Male,White,Clint Eastwood,Million Dollar Baby,Winner
76,2004,Best actress,Charlize Theron,Monster,28,South Africa,1975-08-07,8,7,1975,376,Male,White,Taylor Hackford,Ray,Nomination
76,2004,Best actress,Charlize Theron,Monster,28,South Africa,1975-08-07,8,7,1975,377,Male,White,Mike Leigh,Vera Drake,Nomination
76,2004,Best actress,Charlize Theron,Monster,28,South Africa,1975-08-07,8,7,1975,378,Male,White,Alexander Payne,Sideways,Nomination
76,2004,Best actress,Charlize Theron,Monster,28,South Africa,1975-08-07,8,7,1975,379,Male,White,Martin Scorsese,The Aviator,Nomination
76,2004,Best actor,Sean Penn,Mystic River,43,California,1960-08-17,8,17,1960,375,Male,White,Clint Eastwood,Million Dollar Baby,Winner
76,2004,Best actor,Sean Penn,Mystic River,43,California,1960-08-17,8,17,1960,376,Male,White,Taylor Hackford,Ray,Nomination
76,2004,Best actor,Sean Penn,Mystic River,43,California,1960-08-17,8,17,1960,377,Male,White,Mike Leigh,Vera Drake,Nomination
76,2004,Best actor,Sean Penn,Mystic River,43,California,1960-08-17,8,17,1960,378,Male,White,Alexander Payne,Sideways,Nomination
76,2004,Best actor,Sean Penn,Mystic River,43,California,1960-08-17,8,17,1960,379,Male,White,Martin Scorsese,The Aviator,Nomination
77,2005,Best actress,Hilary Swank,Million Dollar Baby,30,Washington,1974-07-30,7,30,1974,380,Male,White,Ang Lee,Brokeback Mountain,Winner
77,2005,Best actress,Hilary Swank,Million Dollar Baby,30,Washington,1974-07-30,7,30,1974,381,Male,White,George Clooney,"Good Night, and Good Luck",Nomination
77,2005,Best actress,Hilary Swank,Million Dollar Baby,30,Washington,1974-07-30,7,30,1974,382,Male,White,Paul Haggis,Crash,Nomination
77,2005,Best actress,Hilary Swank,Million Dollar Baby,30,Washington,1974-07-30,7,30,1974,383,Male,White,Bennett Miller,Capote,Nomination
77,2005,Best actress,Hilary Swank,Million Dollar Baby,30,Washington,1974-07-30,7,30,1974,384,Male,White,Steven Spielberg,Munich,Nomination
77,2005,Best actor,Jamie Foxx,Ray,37,Texas,1967-12-13,12,13,1967,380,Male,White,Ang Lee,Brokeback Mountain,Winner
77,2005,Best actor,Jamie Foxx,Ray,37,Texas,1967-12-13,12,13,1967,381,Male,White,George Clooney,"Good Night, and Good Luck",Nomination
77,2005,Best actor,Jamie Foxx,Ray,37,Texas,1967-12-13,12,13,1967,382,Male,White,Paul Haggis,Crash,Nomination
77,2005,Best actor,Jamie Foxx,Ray,37,Texas,1967-12-13,12,13,1967,383,Male,White,Bennett Miller,Capote,Nomination
77,2005,Best actor,Jamie Foxx,Ray,37,Texas,1967-12-13,12,13,1967,384,Male,White,Steven Spielberg,Munich,Nomination
78,2006,Best actress,Reese Witherspoon,Walk the Line,29,Louisiana,1976-03-22,3,22,1976,385,Male,White,Martin Scorsese,The Departed,Winner
78,2006,Best actress,Reese Witherspoon,Walk the Line,29,Louisiana,1976-03-22,3,22,1976,386,Male,White,Clint Eastwood,Letters from Iwo Jima,Nomination
78,2006,Best actress,Reese Witherspoon,Walk the Line,29,Louisiana,1976-03-22,3,22,1976,387,Male,White,Stephen Frears,The Queen,Nomination
78,2006,Best actress,Reese Witherspoon,Walk the Line,29,Louisiana,1976-03-22,3,22,1976,388,Male,White,Paul Greengrass,United 93,Nomination
78,2006,Best actress,Reese Witherspoon,Walk the Line,29,Louisiana,1976-03-22,3,22,1976,389,Male,White,Alejandro G. Iñárritu,Babel,Nomination
78,2006,Best actor,Philip Hoffman,Capote,38,New York,1967-07-23,7,23,1967,385,Male,White,Martin Scorsese,The Departed,Winner
78,2006,Best actor,Philip Hoffman,Capote,38,New York,1967-07-23,7,23,1967,386,Male,White,Clint Eastwood,Letters from Iwo Jima,Nomination
78,2006,Best actor,Philip Hoffman,Capote,38,New York,1967-07-23,7,23,1967,387,Male,White,Stephen Frears,The Queen,Nomination
78,2006,Best actor,Philip Hoffman,Capote,38,New York,1967-07-23,7,23,1967,388,Male,White,Paul Greengrass,United 93,Nomination
78,2006,Best actor,Philip Hoffman,Capote,38,New York,1967-07-23,7,23,1967,389,Male,White,Alejandro G. Iñárritu,Babel,Nomination
79,2007,Best actress,Helen Mirren,The Queen,61,England,1945-07-26,7,26,1945,390,Male,White,Joel Coen and Ethan Coen,No Country for Old Men,Winner
79,2007,Best actress,Helen Mirren,The Queen,61,England,1945-07-26,7,26,1945,391,Male,White,Paul Thomas Anderson,There Will Be Blood,Nomination
79,2007,Best actress,Helen Mirren,The Queen,61,England,1945-07-26,7,26,1945,392,Male,White,Tony Gilroy,Michael Clayton,Nomination
79,2007,Best actress,Helen Mirren,The Queen,61,England,1945-07-26,7,26,1945,393,Male,White,Jason Reitman,Juno,Nomination
79,2007,Best actress,Helen Mirren,The Queen,61,England,1945-07-26,7,26,1945,394,Male,White,Julian Schnabel,The Diving Bell and the Butterfly,Nomination
79,2007,Best actor,Forest Whitaker,The Last King of Scotland,45,California,1961-07-15,7,15,1961,390,Male,White,Joel Coen and Ethan Coen,No Country for Old Men,Winner
79,2007,Best actor,Forest Whitaker,The Last King of Scotland,45,California,1961-07-15,7,15,1961,391,Male,White,Paul Thomas Anderson,There Will Be Blood,Nomination
79,2007,Best actor,Forest Whitaker,The Last King of Scotland,45,California,1961-07-15,7,15,1961,392,Male,White,Tony Gilroy,Michael Clayton,Nomination
79,2007,Best actor,Forest Whitaker,The Last King of Scotland,45,California,1961-07-15,7,15,1961,393,Male,White,Jason Reitman,Juno,Nomination
79,2007,Best actor,Forest Whitaker,The Last King of Scotland,45,California,1961-07-15,7,15,1961,394,Male,White,Julian Schnabel,The Diving Bell and the Butterfly,Nomination
80,2008,Best actress,Marion Cotillard,La Vie en Rose,32,France,1975-09-30,9,30,1975,395,Male,White,Danny Boyle,Slumdog Millionaire,Winner
80,2008,Best actress,Marion Cotillard,La Vie en Rose,32,France,1975-09-30,9,30,1975,396,Male,White,Stephen Daldry,The Reader,Nomination
80,2008,Best actress,Marion Cotillard,La Vie en Rose,32,France,1975-09-30,9,30,1975,397,Male,White,David Fincher,The Curious Case of Benjamin Button,Nomination
80,2008,Best actress,Marion Cotillard,La Vie en Rose,32,France,1975-09-30,9,30,1975,398,Male,White,Ron Howard,Frost/Nixon,Nomination
80,2008,Best actress,Marion Cotillard,La Vie en Rose,32,France,1975-09-30,9,30,1975,399,Male,White,Gus Van Sant,Milk,Nomination
80,2008,Best actor,Daniel Day-Lewis,There Will Be Blood,50,England,1957-04-29,4,29,1957,395,Male,White,Danny Boyle,Slumdog Millionaire,Winner
80,2008,Best actor,Daniel Day-Lewis,There Will Be Blood,50,England,1957-04-29,4,29,1957,396,Male,White,Stephen Daldry,The Reader,Nomination
80,2008,Best actor,Daniel Day-Lewis,There Will Be Blood,50,England,1957-04-29,4,29,1957,397,Male,White,David Fincher,The Curious Case of Benjamin Button,Nomination
80,2008,Best actor,Daniel Day-Lewis,There Will Be Blood,50,England,1957-04-29,4,29,1957,398,Male,White,Ron Howard,Frost/Nixon,Nomination
80,2008,Best actor,Daniel Day-Lewis,There Will Be Blood,50,England,1957-04-29,4,29,1957,399,Male,White,Gus Van Sant,Milk,Nomination
81,2009,Best actress,Kate Winslet,The Reader,33,England,1975-10-05,10,5,1975,400,Female,White,Kathryn Bigelow,The Hurt Locker,Winner
81,2009,Best actress,Kate Winslet,The Reader,33,England,1975-10-05,10,5,1975,401,Male,White,James Cameron,Avatar,Nomination
81,2009,Best actress,Kate Winslet,The Reader,33,England,1975-10-05,10,5,1975,402,Male,Black,Lee Daniels,Precious,Nomination
81,2009,Best actress,Kate Winslet,The Reader,33,England,1975-10-05,10,5,1975,403,Male,White,Jason Reitman,Up in the Air,Nomination
81,2009,Best actress,Kate Winslet,The Reader,33,England,1975-10-05,10,5,1975,404,Male,White,Quentin Tarantino,Inglourious Basterds,Nomination
81,2009,Best actor,Sean Penn,Milk,48,California,1960-08-17,8,17,1960,400,Female,White,Kathryn Bigelow,The Hurt Locker,Winner
81,2009,Best actor,Sean Penn,Milk,48,California,1960-08-17,8,17,1960,401,Male,White,James Cameron,Avatar,Nomination
81,2009,Best actor,Sean Penn,Milk,48,California,1960-08-17,8,17,1960,402,Male,Black,Lee Daniels,Precious,Nomination
81,2009,Best actor,Sean Penn,Milk,48,California,1960-08-17,8,17,1960,403,Male,White,Jason Reitman,Up in the Air,Nomination
81,2009,Best actor,Sean Penn,Milk,48,California,1960-08-17,8,17,1960,404,Male,White,Quentin Tarantino,Inglourious Basterds,Nomination
82,2010,Best actress,Sandra Bullock,The Blind Side,45,Virginia,1964-07-26,7,26,1964,405,Male,White,Tom Hooper,The King's Speech,Winner
82,2010,Best actress,Sandra Bullock,The Blind Side,45,Virginia,1964-07-26,7,26,1964,406,Male,White,Darren Aronofsky,Black Swan,Nomination
82,2010,Best actress,Sandra Bullock,The Blind Side,45,Virginia,1964-07-26,7,26,1964,407,Male,White,Joel Coen and Ethan Coen,True Grit,Nomination
82,2010,Best actress,Sandra Bullock,The Blind Side,45,Virginia,1964-07-26,7,26,1964,408,Male,White,David Fincher,The Social Network,Nomination
82,2010,Best actress,Sandra Bullock,The Blind Side,45,Virginia,1964-07-26,7,26,1964,409,Male,White,David O. Russell,The Fighter,Nomination
82,2010,Best actor,Jeff Bridges,Crazy Heart,60,California,1949-12-04,12,4,1949,405,Male,White,Tom Hooper,The King's Speech,Winner
82,2010,Best actor,Jeff Bridges,Crazy Heart,60,California,1949-12-04,12,4,1949,406,Male,White,Darren Aronofsky,Black Swan,Nomination
82,2010,Best actor,Jeff Bridges,Crazy Heart,60,California,1949-12-04,12,4,1949,407,Male,White,Joel Coen and Ethan Coen,True Grit,Nomination
82,2010,Best actor,Jeff Bridges,Crazy Heart,60,California,1949-12-04,12,4,1949,408,Male,White,David Fincher,The Social Network,Nomination
82,2010,Best actor,Jeff Bridges,Crazy Heart,60,California,1949-12-04,12,4,1949,409,Male,White,David O. Russell,The Fighter,Nomination
83,2011,Best actress,Natalie Portman,Black Swan,29,Israel,1981-09-06,9,6,1981,410,Male,White,Michel Hazanavicius,The Artist,Winner
83,2011,Best actress,Natalie Portman,Black Swan,29,Israel,1981-09-06,9,6,1981,411,Male,White,Woody Allen,Midnight in Paris,Nomination
83,2011,Best actress,Natalie Portman,Black Swan,29,Israel,1981-09-06,9,6,1981,412,Male,White,Terrence Malick,The Tree of Life,Nomination
83,2011,Best actress,Natalie Portman,Black Swan,29,Israel,1981-09-06,9,6,1981,413,Male,White,Alexander Payne,The Descendants,Nomination
83,2011,Best actress,Natalie Portman,Black Swan,29,Israel,1981-09-06,9,6,1981,414,Male,White,Martin Scorsese,Hugo,Nomination
83,2011,Best actor,Colin Firth,The King's Speech,50,England,1960-10-09,10,9,1960,410,Male,White,Michel Hazanavicius,The Artist,Winner
83,2011,Best actor,Colin Firth,The King's Speech,50,England,1960-10-09,10,9,1960,411,Male,White,Woody Allen,Midnight in Paris,Nomination
83,2011,Best actor,Colin Firth,The King's Speech,50,England,1960-10-09,10,9,1960,412,Male,White,Terrence Malick,The Tree of Life,Nomination
83,2011,Best actor,Colin Firth,The King's Speech,50,England,1960-10-09,10,9,1960,413,Male,White,Alexander Payne,The Descendants,Nomination
83,2011,Best actor,Colin Firth,The King's Speech,50,England,1960-10-09,10,9,1960,414,Male,White,Martin Scorsese,Hugo,Nomination
84,2012,Best actress,Meryl Streep,The Iron Lady,62,New Jersey,1949-06-22,6,22,1949,415,Male,White,Ang Lee,Life of Pi,Winner
84,2012,Best actress,Meryl Streep,The Iron Lady,62,New Jersey,1949-06-22,6,22,1949,416,Male,White,Michael Haneke,Amour,Nomination
84,2012,Best actress,Meryl Streep,The Iron Lady,62,New Jersey,1949-06-22,6,22,1949,417,Male,White,David O. Russell,Silver Linings Playbook,Nomination
84,2012,Best actress,Meryl Streep,The Iron Lady,62,New Jersey,1949-06-22,6,22,1949,418,Male,White,Steven Spielberg,Lincoln,Nomination
84,2012,Best actress,Meryl Streep,The Iron Lady,62,New Jersey,1949-06-22,6,22,1949,419,Male,White,Benh Zeitlin,Beasts of the Southern Wild,Nomination
84,2012,Best actor,Jean Dujardin,The Artist,39,France,1972-07-19,7,19,1972,415,Male,White,Ang Lee,Life of Pi,Winner
84,2012,Best actor,Jean Dujardin,The Artist,39,France,1972-07-19,7,19,1972,416,Male,White,Michael Haneke,Amour,Nomination
84,2012,Best actor,Jean Dujardin,The Artist,39,France,1972-07-19,7,19,1972,417,Male,White,David O. Russell,Silver Linings Playbook,Nomination
84,2012,Best actor,Jean Dujardin,The Artist,39,France,1972-07-19,7,19,1972,418,Male,White,Steven Spielberg,Lincoln,Nomination
84,2012,Best actor,Jean Dujardin,The Artist,39,France,1972-07-19,7,19,1972,419,Male,White,Benh Zeitlin,Beasts of the Southern Wild,Nomination
85,2013,Best actress,Jennifer Lawrence,Silver Linings Playbook,22,Kentucky,1990-08-15,8,15,1990,420,Male,White,Alfonso Cuarón,Gravity,Winner
85,2013,Best actress,Jennifer Lawrence,Silver Linings Playbook,22,Kentucky,1990-08-15,8,15,1990,421,Male,Black,Steve McQueen,12 Years a Slave,Nomination
85,2013,Best actress,Jennifer Lawrence,Silver Linings Playbook,22,Kentucky,1990-08-15,8,15,1990,422,Male,White,Alexander Payne,Nebraska,Nomination
85,2013,Best actress,Jennifer Lawrence,Silver Linings Playbook,22,Kentucky,1990-08-15,8,15,1990,423,Male,White,David O. Russell,American Hustle,Nomination
85,2013,Best actress,Jennifer Lawrence,Silver Linings Playbook,22,Kentucky,1990-08-15,8,15,1990,424,Male,White,Martin Scorsese,The Wolf of Wall Street,Nomination
85,2013,Best actor,Daniel Day-Lewis,Lincoln,55,England,1957-04-29,4,29,1957,420,Male,White,Alfonso Cuarón,Gravity,Winner
85,2013,Best actor,Daniel Day-Lewis,Lincoln,55,England,1957-04-29,4,29,1957,421,Male,Black,Steve McQueen,12 Years a Slave,Nomination
85,2013,Best actor,Daniel Day-Lewis,Lincoln,55,England,1957-04-29,4,29,1957,422,Male,White,Alexander Payne,Nebraska,Nomination
85,2013,Best actor,Daniel Day-Lewis,Lincoln,55,England,1957-04-29,4,29,1957,423,Male,White,David O. Russell,American Hustle,Nomination
85,2013,Best actor,Daniel Day-Lewis,Lincoln,55,England,1957-04-29,4,29,1957,424,Male,White,Martin Scorsese,The Wolf of Wall Street,Nomination
86,2014,Best actress,Cate Blanchett,Blue Jasmine,44,Australia,1969-05-14,5,14,1969,425,Male,White,Alejandro G. Iñárritu,Birdman,Winner
86,2014,Best actress,Cate Blanchett,Blue Jasmine,44,Australia,1969-05-14,5,14,1969,426,Male,White,Wes Anderson,The Grand Budapest Hotel,Nomination
86,2014,Best actress,Cate Blanchett,Blue Jasmine,44,Australia,1969-05-14,5,14,1969,427,Male,White,Richard Linklater,Boyhood,Nomination
86,2014,Best actress,Cate Blanchett,Blue Jasmine,44,Australia,1969-05-14,5,14,1969,428,Male,White,Bennett Miller,Foxcatcher,Nomination
86,2014,Best actress,Cate Blanchett,Blue Jasmine,44,Australia,1969-05-14,5,14,1969,429,Male,White,Morten Tyldum,The Imitation Game,Nomination
86,2014,Best actor,Matthew McConaughey,Dallas Buyers Club,44,Texas,1969-11-04,11,4,1969,425,Male,White,Alejandro G. Iñárritu,Birdman,Winner
86,2014,Best actor,Matthew McConaughey,Dallas Buyers Club,44,Texas,1969-11-04,11,4,1969,426,Male,White,Wes Anderson,The Grand Budapest Hotel,Nomination
86,2014,Best actor,Matthew McConaughey,Dallas Buyers Club,44,Texas,1969-11-04,11,4,1969,427,Male,White,Richard Linklater,Boyhood,Nomination
86,2014,Best actor,Matthew McConaughey,Dallas Buyers Club,44,Texas,1969-11-04,11,4,1969,428,Male,White,Bennett Miller,Foxcatcher,Nomination
86,2014,Best actor,Matthew McConaughey,Dallas Buyers Club,44,Texas,1969-11-04,11,4,1969,429,Male,White,Morten Tyldum,The Imitation Game,Nomination
87,2015,Best actress,Julianne Moore,Still Alice,54,North Carolina,1960-12-03,12,3,1960,430,Male,White,Alejandro G. Iñárritu,The Revenant,Winner
87,2015,Best actress,Julianne Moore,Still Alice,54,North Carolina,1960-12-03,12,3,1960,431,Male,White,Lenny Abrahamson,Room,Nomination
87,2015,Best actress,Julianne Moore,Still Alice,54,North Carolina,1960-12-03,12,3,1960,432,Male,White,Tom McCarthy,Spotlight,Nomination
87,2015,Best actress,Julianne Moore,Still Alice,54,North Carolina,1960-12-03,12,3,1960,433,Male,White,Adam McKay,The Big Short,Nomination
87,2015,Best actress,Julianne Moore,Still Alice,54,North Carolina,1960-12-03,12,3,1960,434,Male,White,George Miller,Mad Max: Fury Road,Nomination
87,2015,Best actor,Eddie Redmayne,The Theory of Everything,32,England,1982-01-06,1,6,1982,430,Male,White,Alejandro G. Iñárritu,The Revenant,Winner
87,2015,Best actor,Eddie Redmayne,The Theory of Everything,32,England,1982-01-06,1,6,1982,431,Male,White,Lenny Abrahamson,Room,Nomination
87,2015,Best actor,Eddie Redmayne,The Theory of Everything,32,England,1982-01-06,1,6,1982,432,Male,White,Tom McCarthy,Spotlight,Nomination
87,2015,Best actor,Eddie Redmayne,The Theory of Everything,32,England,1982-01-06,1,6,1982,433,Male,White,Adam McKay,The Big Short,Nomination
87,2015,Best actor,Eddie Redmayne,The Theory of Everything,32,England,1982-01-06,1,6,1982,434,Male,White,George Miller,Mad Max: Fury Road,Nomination
88,2016,Best actress,Brie Larson,Room,26,California,1989-10-01,10,1,1989,435,Male,White,Damien Chazelle,La La Land,Winner
88,2016,Best actress,Brie Larson,Room,26,California,1989-10-01,10,1,1989,436,Male,White,Mel Gibson,Hacksaw Ridge,Nomination
88,2016,Best actress,Brie Larson,Room,26,California,1989-10-01,10,1,1989,437,Male,Black,Barry Jenkins,Moonlight,Nomination
88,2016,Best actress,Brie Larson,Room,26,California,1989-10-01,10,1,1989,438,Male,White,Kenneth Lonergan,Manchester by the Sea,Nomination
88,2016,Best actress,Brie Larson,Room,26,California,1989-10-01,10,1,1989,439,Male,White,Denis Villeneuve,Arrival,Nomination
88,2016,Best actor,Leonardo Di Caprio,The Revenant,41,California,1974-11-11,11,11,1974,435,Male,White,Damien Chazelle,La La Land,Winner
88,2016,Best actor,Leonardo Di Caprio,The Revenant,41,California,1974-11-11,11,11,1974,436,Male,White,Mel Gibson,Hacksaw Ridge,Nomination
88,2016,Best actor,Leonardo Di Caprio,The Revenant,41,California,1974-11-11,11,11,1974,437,Male,Black,Barry Jenkins,Moonlight,Nomination
88,2016,Best actor,Leonardo Di Caprio,The Revenant,41,California,1974-11-11,11,11,1974,438,Male,White,Kenneth Lonergan,Manchester by the Sea,Nomination
88,2016,Best actor,Leonardo Di Caprio,The Revenant,41,California,1974-11-11,11,11,1974,439,Male,White,Denis Villeneuve,Arrival,Nomination
89,2017,Best actress,Emma Stone,La La Land,28,Arizona,1988-11-06,11,6,1988,440,Male,White,Guillermo del Toro,The Shape of Water,Winner
89,2017,Best actress,Emma Stone,La La Land,28,Arizona,1988-11-06,11,6,1988,441,Male,White,Paul Thomas Anderson,Phantom Thread,Nomination
89,2017,Best actress,Emma Stone,La La Land,28,Arizona,1988-11-06,11,6,1988,442,Female,White,Greta Gerwig,Lady Bird,Nomination
89,2017,Best actress,Emma Stone,La La Land,28,Arizona,1988-11-06,11,6,1988,443,Male,White,Christopher Nolan,Dunkirk,Nomination
89,2017,Best actress,Emma Stone,La La Land,28,Arizona,1988-11-06,11,6,1988,444,Male,Black,Jordan Peele,Get Out,Nomination
89,2017,Best actor,Casey Affleck,Manchester by the Sa,41,Massachusetts,1975-08-12,8,12,1975,440,Male,White,Guillermo del Toro,The Shape of Water,Winner
89,2017,Best actor,Casey Affleck,Manchester by the Sa,41,Massachusetts,1975-08-12,8,12,1975,441,Male,White,Paul Thomas Anderson,Phantom Thread,Nomination
89,2017,Best actor,Casey Affleck,Manchester by the Sa,41,Massachusetts,1975-08-12,8,12,1975,442,Female,White,Greta Gerwig,Lady Bird,Nomination
89,2017,Best actor,Casey Affleck,Manchester by the Sa,41,Massachusetts,1975-08-12,8,12,1975,443,Male,White,Christopher Nolan,Dunkirk,Nomination
89,2017,Best actor,Casey Affleck,Manchester by the Sa,41,Massachusetts,1975-08-12,8,12,1975,444,Male,Black,Jordan Peele,Get Out,Nomination
90,2018,Best actress,Frances McDormand,Three Billboards Outside of Ebbing Missouri,60,Illinois,1957-06-23,6,23,1957,445,Male,White,Alfonso Cuarón,Roma,Winner
90,2018,Best actress,Frances McDormand,Three Billboards Outside of Ebbing Missouri,60,Illinois,1957-06-23,6,23,1957,446,Male,White,Yorgos Lanthimos,The Favourite,Nomination
90,2018,Best actress,Frances McDormand,Three Billboards Outside of Ebbing Missouri,60,Illinois,1957-06-23,6,23,1957,447,Male,Black,Spike Lee,BlacKkKlansman,Nomination
90,2018,Best actress,Frances McDormand,Three Billboards Outside of Ebbing Missouri,60,Illinois,1957-06-23,6,23,1957,448,Male,White,Adam McKay,Vice,Nomination
90,2018,Best actress,Frances McDormand,Three Billboards Outside of Ebbing Missouri,60,Illinois,1957-06-23,6,23,1957,449,Male,White,Paweł Pawlikowski,Cold War,Nomination
90,2018,Best actor,Gary Oldman,Darkest Hour,59,England,1958-03-21,3,21,1958,445,Male,White,Alfonso Cuarón,Roma,Winner
90,2018,Best actor,Gary Oldman,Darkest Hour,59,England,1958-03-21,3,21,1958,446,Male,White,Yorgos Lanthimos,The Favourite,Nomination
90,2018,Best actor,Gary Oldman,Darkest Hour,59,England,1958-03-21,3,21,1958,447,Male,Black,Spike Lee,BlacKkKlansman,Nomination
90,2018,Best actor,Gary Oldman,Darkest Hour,59,England,1958-03-21,3,21,1958,448,Male,White,Adam McKay,Vice,Nomination
90,2018,Best actor,Gary Oldman,Darkest Hour,59,England,1958-03-21,3,21,1958,449,Male,White,Paweł Pawlikowski,Cold War,Nomination
91,2019,Best actress,Olivia Colman,The Favourite,44,England,1974-01-30,1,30,1974,450,Male,White,Bong Joon-ho,Parasite,Winner
91,2019,Best actress,Olivia Colman,The Favourite,44,England,1974-01-30,1,30,1974,451,Male,White,Sam Mendes,1917,Nomination
91,2019,Best actress,Olivia Colman,The Favourite,44,England,1974-01-30,1,30,1974,452,Male,White,Todd Phillips,Joker,Nomination
91,2019,Best actress,Olivia Colman,The Favourite,44,England,1974-01-30,1,30,1974,453,Male,White,Martin Scorsese,The Irishman,Nomination
91,2019,Best actress,Olivia Colman,The Favourite,44,England,1974-01-30,1,30,1974,454,Male,White,Quentin Tarantino,Once Upon a Time in Hollywood,Nomination
91,2019,Best actor,Rami Malek,Bohemian Rhapsody,37,California,1981-05-12,5,12,1981,450,Male,White,Bong Joon-ho,Parasite,Winner
91,2019,Best actor,Rami Malek,Bohemian Rhapsody,37,California,1981-05-12,5,12,1981,451,Male,White,Sam Mendes,1917,Nomination
91,2019,Best actor,Rami Malek,Bohemian Rhapsody,37,California,1981-05-12,5,12,1981,452,Male,White,Todd Phillips,Joker,Nomination
91,2019,Best actor,Rami Malek,Bohemian Rhapsody,37,California,1981-05-12,5,12,1981,453,Male,White,Martin Scorsese,The Irishman,Nomination
91,2019,Best actor,Rami Malek,Bohemian Rhapsody,37,California,1981-05-12,5,12,1981,454,Male,White,Quentin Tarantino,Once Upon a Time in Hollywood,Nomination
